Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
spyder-overweb-gore-tex-glove-2016,Gore-Tex Glove,Spyder,Gloves,Gloves,TRUE,Size,Medium,Color,Black/Polar,,,,454,shopify,10,deny,manual,85,,TRUE,TRUE,'889212070045,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_polar_l.jpeg?v=1445628952,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_polar_l.jpeg?v=1445628952,lb
spyder-overweb-gore-tex-glove-2016,,,,,,,Medium,,Black/Volcano,,,,454,shopify,10,deny,manual,85,,TRUE,TRUE,'889212070052,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_volcano_l.jpeg?v=1445628952,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_volcano_l.jpeg?v=1445628952,lb
spyder-overweb-gore-tex-glove-2016,,,,,,,Large,,Black/Polar,,,,454,shopify,10,deny,manual,85,,TRUE,TRUE,'889212070090,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_black_l.jpeg?v=1445628952,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_polar_l.jpeg?v=1445628952,lb
spyder-overweb-gore-tex-glove-2016,,,,,,,Large,,Black/Black,,,,454,shopify,10,deny,manual,85,,TRUE,TRUE,'889212104351,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_black_l.jpeg?v=1445628952,lb
spyder-overweb-gore-tex-glove-2016,,,,,,,Large,,Black/Volcano,,,,454,shopify,10,deny,manual,85,,TRUE,TRUE,'889212070083,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_volcano_l.jpeg?v=1445628952,lb
spyder-overweb-gore-tex-glove-2016,,,,,,,XLarge,,Black/Polar,,,,454,shopify,10,deny,manual,85,,TRUE,TRUE,'889212070144,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_polar_l.jpeg?v=1445628952,lb
spyder-overweb-gore-tex-glove-2016,,,,,,,XLarge,,Black/Volcano,,,,454,shopify,10,deny,manual,85,,TRUE,TRUE,'889212070151,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156014_black_volcano_l.jpeg?v=1445628952,lb
spyder-jaxon-glove-2016,Jaxon,Spyder,Gloves,Gloves,TRUE,Size,Large,Color,Black,,,,454,shopify,10,deny,manual,65,,TRUE,TRUE,'889212070793,https://cdn.shopify.com/s/files/1/0938/8938/products/156024001555P__PRODUCT_01--IMG_800_950-1378838314.png?v=1445628950,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156024001555P__PRODUCT_01--IMG_800_950-1378838314.png?v=1445628950,lb
spyder-t-hot-conduct-liner-2016,T-Hot Conduct Liner,Spyder,Gloves,Gloves,TRUE,Size,Small,Color,Black/Polar,,,,454,shopify,10,deny,manual,25,,TRUE,TRUE,'889212071233,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-t-hot-conduct-liner-2016,,,,,,,Medium,,Black/Polar,,,,454,shopify,10,deny,manual,25,,TRUE,TRUE,'889212071240,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-t-hot-conduct-liner-2016,,,,,,,Large,,Black/Polar,,,,454,shopify,10,deny,manual,25,,TRUE,TRUE,'889212071257,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-t-hot-conduct-liner-2016,,,,,,,XLarge,,Black/Polar,,,,454,shopify,10,deny,manual,25,,TRUE,TRUE,'889212071264,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-underweb-gore-tex-glove-2016,Gore-Tex Glove,Spyder,Gloves,Gloves,TRUE,Size,Medium,Color,Black,,,,454,shopify,10,deny,manual,80,,TRUE,TRUE,'889212070465,https://cdn.shopify.com/s/files/1/0938/8938/products/156018001555P__PRODUCT_01--IMG_800_950--1987735258.png?v=1445628947,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156018001555P__PRODUCT_01--IMG_800_950--1987735258.png?v=1445628947,lb
spyder-underweb-gore-tex-glove-2016,,,,,,,XLarge,,Black,,,,454,shopify,10,deny,manual,80,,TRUE,TRUE,'889212070502,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156018001555P__PRODUCT_01--IMG_800_950--1987735258.png?v=1445628947,lb
spyder-mvp-conduct-gore-tex-glove-2016,Gore-Tex Glove,Spyder,Gloves,Gloves,TRUE,Size,Medium,Color,Black/Black,,,,454,shopify,10,deny,manual,75,,TRUE,TRUE,'889212076429,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,lb
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,Large,,Black/Volcano,,,,454,shopify,10,deny,manual,75,,TRUE,TRUE,'889212076467,https://cdn.shopify.com/s/files/1/0938/8938/products/506019018666P__PRODUCT_01--IMG_490_582--595009179.png?v=1445628945,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019018666P__PRODUCT_01--IMG_490_582--595009179.png?v=1445628945,lb
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,Large,,Black/Black,,,,454,shopify,10,deny,manual,75,,TRUE,TRUE,'889212076450,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,lb
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,XLarge,,Black/Black,,,,454,shopify,10,deny,manual,75,,TRUE,TRUE,'889212076481,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,lb
burton-spectre-mens-mitt-2015,Spectre Mitt,Burton,Gloves,Gloves,TRUE,Size,Medium,Color,Green Isle,,,,454,shopify,10,deny,manual,31.46,44.95,TRUE,TRUE,'632059694642,https://cdn.shopify.com/s/files/1/0938/8938/products/49515.jpeg?v=1445628943,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/49515.jpeg?v=1445628943,lb
burton-spectre-mens-mitt-2015,,,,,,,XLarge,,Green Isle,,,,454,shopify,10,deny,manual,31.46,44.95,TRUE,TRUE,'632059694666,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/49515.jpeg?v=1445628943,lb
oakley-core-windstopper-mens-glove-2015,Windstopper Glove,Oakley,Gloves,Gloves,TRUE,Size,Small,Color,Black,,,,454,shopify,10,deny,manual,55,,TRUE,TRUE,'887288828959,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.17.41_PM.png?v=1445628943,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.17.41_PM.png?v=1445628943,lb
oakley-core-windstopper-mens-glove-2015,,,,,,,Medium,,Black,,,,454,shopify,10,deny,manual,55,,TRUE,TRUE,'887288828942,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.17.41_PM.png?v=1445628943,lb
oakley-recon-mens-mitt-2015,Recon Mitt,Oakley,Gloves,Gloves,TRUE,Size,Medium,Color,Black,,,,454,shopify,10,deny,manual,50,,TRUE,TRUE,'887288329654,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.04.34_PM.png?v=1445628942,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.04.34_PM.png?v=1445628942,lb
oakley-factory-park-mens-glove-2015,Factory Park Glove,Oakley,Gloves,Gloves,TRUE,Size,Large,Color,Black,,,,454,shopify,10,deny,manual,40,,TRUE,TRUE,'887288828683,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_5.02.03_PM.png?v=1445628940,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_5.02.03_PM.png?v=1445628940,lb
oakley-factory-winter-trigger-mens-mitt-2015,Factory Winter Trigger Mitt,Oakley,Gloves,Gloves,TRUE,Size,Medium,Color,Black,,,,454,shopify,10,deny,manual,75,,TRUE,TRUE,'887288829437,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.28.00_PM.png?v=1445628939,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.28.00_PM.png?v=1445628939,lb
oakley-factory-winter-mens-glove-2015,Factory Winter Glove,Oakley,Gloves,Gloves,TRUE,Size,Medium,Color,Black,,,,454,shopify,10,deny,manual,75,,TRUE,TRUE,'887288829147,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.03.33_PM.png?v=1445628937,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.03.33_PM.png?v=1445628937,lb
oakley-factory-winter-mens-glove-2015,,,,,,,Large,,Worn Olive,,,,454,shopify,10,deny,manual,75,,TRUE,TRUE,'887288829178,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.09.42_PM.png?v=1445628937,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.09.42_PM.png?v=1445628937,lb
burton-approach-mens-under-mitt-2015,Approach Under Mitt,Burton,Gloves,Gloves,TRUE,Size,XLarge,Color,True Black,,,,454,shopify,10,deny,manual,54.95,,TRUE,TRUE,'9009518592497,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-07_at_4.29.30_PM.png?v=1445628936,,FALSE,,Burton Approach Under Mitt SCREEN GRAB® TOUGHGRIP™ PALM FOR TOTAL TOUCHSCREEN CONTROL DRYRIDE ULTRASHELL™ 2-LAYER FABRIC 220G REMOVABLE FLEECE LINER ERGONOMIC PRE-CURVED FIT,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-07_at_4.29.30_PM.png?v=1445628936,lb
burton-support-glove-2015,Glove,Burton,Gloves,Gloves,TRUE,Size,XSmall,Color,True Black,,,,454,shopify,10,deny,manual,79.95,,TRUE,TRUE,'9009519202258,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-support-glove-2015,,,,,,,Small,,True Black,,,,454,shopify,10,deny,manual,79.95,,TRUE,TRUE,'9009519202234,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-support-glove-2015,,,,,,,Medium,,True Black,,,,454,shopify,10,deny,manual,79.95,,TRUE,TRUE,'9009519202227,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-support-glove-2015,,,,,,,Large,,True Black,,,,453,shopify,10,deny,manual,79.95,,TRUE,TRUE,'9009519202210,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-support-glove-2015,,,,,,,XLarge,,True Black,,,,453,shopify,10,deny,manual,79.95,,TRUE,TRUE,'9009519202241,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-gondy-leather-mens-glove-2015,Gore-Tex Leather Glove,Burton,Gloves,Gloves,TRUE,Size,Medium,Color,True Black,,,,454,shopify,10,deny,manual,94.95,,TRUE,FALSE,'9009519201466,https://cdn.shopify.com/s/files/1/0938/8938/products/10326101002_1_461x720_72_RGB_1.jpeg?v=1445628933,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10326101002_1_461x720_72_RGB_1.jpeg?v=1445628933,lb
burton-gondy-leather-mens-glove-2015,,,,,,,Medium,,Black,,,,453,shopify,10,deny,manual,94.95,,TRUE,TRUE,'9009519879795,,,,,,,,,,,,,,,,,,,,lb
burton-gondy-leather-mens-glove-2015,,,,,,,Large,,True Black,,,,454,shopify,10,deny,manual,94.95,,TRUE,TRUE,'9009519879788,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10326101002_1_461x720_72_RGB_1.jpeg?v=1445628933,lb
burton-gondy-leather-mens-glove-2015,,,,,,,XLarge,,True Black,,,,453,shopify,10,deny,manual,94.95,,TRUE,TRUE,'9009519883211,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10326101002_1_461x720_72_RGB_1.jpeg?v=1445628933,lb
neff-louie-vito-pro-character-mitt-2015,Louie Vito Pro Character,Neff,Gloves,Gloves,TRUE,Size,Medium,Color,Vito,,,,454,shopify,10,deny,manual,36,45,TRUE,TRUE,'888259073705,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-09-06_at_12.32.18_PM.png?v=1445628921,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-09-06_at_12.32.18_PM.png?v=1445628921,lb
neff-character-mitt-2015,Character,Neff,Gloves,Gloves,TRUE,Size,Medium,Color,Floral,,,,454,shopify,10,deny,manual,32,40,TRUE,TRUE,'888259073668,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-09-06_at_12.32.05_PM.png?v=1445628920,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-09-06_at_12.32.05_PM.png?v=1445628920,lb
neff-character-mitt-2015,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-09-06_at_12.32.33_PM.png?v=1445628920,,,,,,,,,,,,,,,,,,,
burton-men-s-gore-under-mitt-2014,Gore-Tex Under Mitt,Burton,Gloves,Gloves,TRUE,Size,Small,Color,True Black,,,,907,shopify,10,deny,manual,69.95,,TRUE,TRUE,'9009004727877,https://cdn.shopify.com/s/files/1/0938/8938/products/10394100002_1_1369x1800_300_RGB.jpeg?v=1445628918,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10394100002_1_1369x1800_300_RGB.jpeg?v=1445628918,lb
burton-men-s-podium-mitt-2014,Podium,Burton,Gloves,Gloves,TRUE,Size,Medium,Color,True Black/Monoxide,,,,454,shopify,10,deny,manual,48.96,69.95,TRUE,TRUE,'9009518576886,https://cdn.shopify.com/s/files/1/0938/8938/products/burt-podium-mitt-trublkmono-14-zoom.jpeg?v=1445628917,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/burt-podium-mitt-trublkmono-14-zoom.jpeg?v=1445628917,lb
burton-men-s-support-glove-2014,Glove,Burton,Gloves,Gloves,TRUE,Size,Small,Color,Black,,,,907,shopify,10,deny,manual,79.95,,TRUE,TRUE,'9009518581392,https://cdn.shopify.com/s/files/1/0938/8938/products/10345100002_1_1198x1800_300_RGB.jpeg?v=1445628916,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345100002_1_1198x1800_300_RGB.jpeg?v=1445628916,lb
burton-men-s-touch-n-go-glove-2014,Touch N Go Glove,Burton,Gloves,Gloves,TRUE,Size,XLarge,Color,True Black,,,,454,shopify,10,deny,manual,29.95,,TRUE,TRUE,'9009518577913,https://cdn.shopify.com/s/files/1/0938/8938/products/10323100002_1_1403x2100_300_RGB.jpeg?v=1445628914,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10323100002_1_1403x2100_300_RGB.jpeg?v=1445628914,lb
neff-men-s-character-mitt-2014,Character,Neff,Gloves,Gloves,TRUE,Size,Medium,Color,Corpo,,,,454,shopify,10,deny,manual,32,40,TRUE,TRUE,'846490098383,https://cdn.shopify.com/s/files/1/0938/8938/products/airborne.jpeg?v=1445628910,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/corps.jpeg?v=1445628910,lb
neff-men-s-character-mitt-2014,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/corps.jpeg?v=1445628910,,,,,,,,,,,,,,,,,,,
neff-men-s-character-mitt-2014,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/burg.jpeg?v=1445628910,,,,,,,,,,,,,,,,,,,
neff-men-s-character-mitt-2014,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/count.jpeg?v=1445628910,,,,,,,,,,,,,,,,,,,
analog-blowout-slouch-beanie-2016,Slouch Beanie,Analog,Beanies,Beanies,TRUE,Color,Shale,,,,,,454,shopify,10,deny,manual,18,,TRUE,TRUE,'9009519783009,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_2.03.42_PM.png?v=1445628642,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_2.03.42_PM.png?v=1445628642,lb
analog-blowout-slouch-beanie-2016,,,,,,,Keef/Soil,,,,,,453,shopify,10,deny,manual,18,,TRUE,TRUE,'9009519783016,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_2.04.27_PM.png?v=1445628642,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_2.04.27_PM.png?v=1445628642,lb
analog-service-beanie-2016,Tokyo Beanie,Analog,Beanies,Beanies,TRUE,Color,Heather Grey,,,,,,454,shopify,10,deny,manual,18,,TRUE,TRUE,'9009519782972,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.41.23_PM.png?v=1445628640,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.41.23_PM.png?v=1445628640,lb
analog-service-beanie-2016,,,,,,,Black,,,,,,454,shopify,10,deny,manual,18,,TRUE,TRUE,'9009519782965,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.41.12_PM.png?v=1445628640,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.41.12_PM.png?v=1445628640,lb
analog-tokyo-beanie-2016,Tokyo Beanie,Analog,Beanies,Beanies,TRUE,Color,Shale,,,,,,453,shopify,10,deny,manual,21,,TRUE,TRUE,'9009519782934,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.34.07_PM.png?v=1445628637,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.34.07_PM.png?v=1445628637,lb
analog-tokyo-beanie-2016,,,,,,,Pine,,,,,,454,shopify,10,deny,manual,21,,TRUE,TRUE,'9009519782941,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.38.15_PM.png?v=1445628637,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-15_at_1.38.15_PM.png?v=1445628637,lb
burton-skylight-beanie-2016,Skylight,Burton,Beanies,Beanies,TRUE,Color,Sandstruck Metallic,,,,,,454,shopify,10,deny,manual,44.95,,TRUE,TRUE,'9009519760161,https://cdn.shopify.com/s/files/1/0938/8938/products/15212100255_1_720x710_72_RGB.jpeg?v=1445628634,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/15212100255_1_720x710_72_RGB.jpeg?v=1445628634,lb
burton-bonded-facemask,Bonded,Burton,Beanies,Beanies,TRUE,Color,True Black,,,,,,454,shopify,3,deny,manual,34.95,,TRUE,TRUE,'9009519759622,https://cdn.shopify.com/s/files/1/0938/8938/products/15208100002_1_357x720_72_RGB.jpeg?v=1445628633,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/15208100002_1_357x720_72_RGB.jpeg?v=1445628633,lb
burton-kactusbunch-tall-beanie-2016,Kactusbunch Tall,Burton,Beanies,Beanies,TRUE,Color,True Black/Stout White Marl,,,,,,454,shopify,2,deny,manual,19.95,,TRUE,TRUE,'9009519882757,https://cdn.shopify.com/s/files/1/0938/8938/products/15204100005_1_720x648_72_RGB.jpeg?v=1445628631,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/15204100005_1_720x648_72_RGB.jpeg?v=1445628631,lb
burton-marcy-beanie-2016-womens,Marcy,Burton,Beanies,Beanies,TRUE,Color,Heathers/Stout White,,,,,,454,shopify,3,deny,manual,24.95,,TRUE,TRUE,'9009519758984,https://cdn.shopify.com/s/files/1/0938/8938/products/15195100196_1_720x692_72_RGB.jpeg?v=1445628630,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/15195100196_1_720x692_72_RGB.jpeg?v=1445628630,lb
