Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
pure-fix-cycling-cap,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/pure_fix_cycling_cap_lifestyle_3.jpeg?v=1438625325,,,,,,,,,,,,,,,,,,,
pure-city-headlamp,Pure City Headlamp,Pure Fix Cycles,Light,"Accessories, City Accessories, Essential, Light, Lights, Pure City, Safety Gear, Silver",TRUE,Color,Silver,,,,,Light - Pure City - Silver,454,shopify,0,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Head-Light-Chrome_WEB_1c72310a-67f8-4f91-81dc-bff09e8b03d9.jpeg?v=1438625320,,FALSE,,,,,,,,,,,,,,,,,lb
pure-city-headlamp,,,,,,,Black,,,,,Light - Pure City - Black,454,shopify,10,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,lb
nantucket-basket,Nantucket Lightship Basket,Nantucket Bike Basket Co,Baskets,"Accessories, Basket, Baskets, Baskets and Racks, Brown, City Accessories, Pure City",TRUE,Material,Wicker - Natural,,,,,Basket - Nantucket - Lightship Classic - Natural,1361,shopify,26,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/nantucket-basket-natural-WEB.jpeg?v=1438625318,,FALSE,,,,,,,,,,,,,,,,,lb
nantucket-basket,,,,,,,Wicker - White,,,,,Basket - Nantucket - Lightship Classic - White,1361,shopify,30,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Crosby-2-Seamless-WEB.jpeg?v=1438625318,,,,,,,,,,,,,,,,,,,lb
city-crate-rear-rack-basket,Wooden City Crate,Pure Fix Cycles,Baskets,"Accessories, Basket, Baskets and Racks, City Accessories, Pure City, Racks and Baskets",TRUE,Color,Natural Pine,,,,,Box - Natural Pine,907,shopify,116,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Blue_Side_WEB.jpeg?v=1438625306,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Tan_Side_WEB.jpeg?v=1438625306,lb
city-crate-rear-rack-basket,,,,,,,Blue,,,,,Box - Dark Blue,907,shopify,38,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Tan_Side_WEB.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Blue_Side_WEB.jpeg?v=1438625306,lb
city-crate-rear-rack-basket,,,,,,,Celeste,,,,,Box - Sea Foam Green,907,shopify,7,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Teal_Side_WEB.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Teal_Side_WEB.jpeg?v=1438625306,lb
city-crate-rear-rack-basket,,,,,,,Rich Cedar,,,,,Box - Rich Cedar,907,shopify,0,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/CITY-CRATE_BLACK_3RD_WEB.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Brown_Side_WEB.jpeg?v=1447698738,lb
city-crate-rear-rack-basket,,,,,,,Red,,,,,Box - Red,907,shopify,37,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Brown_Side_WEB.jpeg?v=1447698738,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CITY-CRATE_RED_3RD_WEB.jpeg?v=1447698738,lb
city-crate-rear-rack-basket,,,,,,,Peach,,,,,Box - Peach,907,shopify,49,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/CITY-CRATE_RED_3RD_WEB.jpeg?v=1447698738,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CITY-CRATE_PEACH_3RD_WEB.jpeg?v=1438625306,lb
city-crate-rear-rack-basket,,,,,,,Green,,,,,Box - Green,907,shopify,42,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/CITY-CRATE_PEACH_3RD_WEB.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CITY-CRATE_BLACK_3RD_WEB.jpeg?v=1438625306,lb
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Tan_3RD_Web.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,,
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Blue_3RD_Web.jpeg?v=1438625307,Blue,,,,,,,,,,,,,,,,,,
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/CityCrate_Teal_3RD_Web.jpeg?v=1438625307,Celeste,,,,,,,,,,,,,,,,,,
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Cream-Crate-Lifestyle_c9540a17-cb8b-4d06-b701-7bf42fd548af.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,,
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Brown-Crate-Lifestyle-1_a4571121-2b0c-4021-b4b4-2f1adc076e60.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,,
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Brown-Crate-Lifestyle-2_56cad754-9a79-4b98-afb5-70913fa650bc.jpeg?v=1438625306,,,,,,,,,,,,,,,,,,,
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Wooden-City-Crate_Red_Melrose_Close-Shot_3rd_WEB.jpeg?v=1438625307,Red,,,,,,,,,,,,,,,,,,
city-crate-rear-rack-basket,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Wooden-City-Crate_Green_Clifton_Close-Shot_3rd_WEB.jpeg?v=1438625307,Green,,,,,,,,,,,,,,,,,,
city-quill-stem,City Quill Stem,Pure Fix Cycles,Stem,"Alloy, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, City Accessories, Parts, Pure CIty, Stem, Stems",TRUE,Style,'-30°,,,,,Stem - City Quill - Silver -30,680,shopify,0,deny,manual,20,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/quill-stem-WEB.jpeg?v=1438625291,-30,FALSE,,,,,,,,,,,,,,,,,lb
city-quill-stem,,,,,,,'+20°,,,,,Stem - City Quill - Silver +20,680,shopify,35,deny,manual,20,20,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/quill-stem-20-web.jpeg?v=1438625291,20,,,,,,,,,,,,,,,,,,lb
city-quill-stem,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/quill-ted.jpeg?v=1438625291,,,,,,,,,,,,,,,,,,,
pure-city-comfort-handlebar,Pure City Comfort Handlebars,Pure Fix Cycles,Handlebars,"Alloy, Bars, Bars and Stems, Bars Tape Grips and Stems, City Accessories, Handlebars, Parts, Pure City",TRUE,Color,Alloy,,,,,Handlebar - City 25.4 - Silver,454,shopify,80,deny,manual,26,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/Silver-Handlebar-WEB.jpeg?v=1438625287,,FALSE,,,,,,,,,,,,,,,,,lb
sram-s100-175mm-48t-black-courier-crankset-power-spline,SRAM S100 165mm 48T Black Courier Crankset Power Spline,SRAM,Cranks,"Black, Cranks, Drivetrain, Parts, Pro, SRAM, Track",TRUE,Arm Length,165mm,,,,,Crank - SRAM S100 165 48T Black,907,shopify,1,deny,manual,84,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/s100spun.jpeg?v=1438625286,,FALSE,,,,,,,,,,,,,,,,,lb
sram-omnium-track-crankset,SRAM Omnium Track Crankset and Bottom Bracket,SRAM,Cranks,"Alloy, Black, Bottom Brackets, Cranks, Drivetrain, Parts, Pro, SRAM, Track",TRUE,Color,Alloy,Size,165mm,,,Crank - SRAM OMNIUM 165 48T Sil,1361,shopify,4,deny,manual,269,300,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/omnium-silver-sram-crank-WEB.jpeg?v=1438625284,Alloy,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/omnium-silver-sram-crank-WEB.jpeg?v=1438625284,lb
sram-omnium-track-crankset,,,,,,,Black,,167.5mm,,,Crank - SRAM Omnium 167 48T Blk,1361,shopify,0,deny,manual,269,300,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/omnium-black-sram-crank-WEB_7412709f-a152-49df-9bd3-b293e31b8d9e.jpeg?v=1438625284,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/omnium-black-sram-crank-WEB_7412709f-a152-49df-9bd3-b293e31b8d9e.jpeg?v=1438625284,lb
sram-omnium-track-crankset,,,,,,,Black,,165mm,,,Crank - SRAM Omnium 165 48T Blk,1361,shopify,2,deny,manual,269,300,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/omnium-black-sram-crank-WEB_7412709f-a152-49df-9bd3-b293e31b8d9e.jpeg?v=1438625284,lb
fsa-omega-compact-road-drop-bars,FSA Omega Compact Road Drop Bars,FSA,Handlebars,"Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, Black, Drop Bars, FSA, Handlebars, Parts, Pro, Track, White",TRUE,Color,Black,Size,38cm,,,Handlebar - FSA Omega 38cm Blk,907,shopify,21,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/FSA-compact-omega-bars-black-WEB.jpeg?v=1438625281,Black,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/FSA-compact-omega-bars-black-WEB.jpeg?v=1438625281,lb
fsa-omega-compact-road-drop-bars,,,,,,,Black,,42cm,,,Handlebar - FSA Omega 42cm Blk,907,shopify,12,deny,manual,60,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/FSA-compact-omega-bars-white-WEB.jpeg?v=1438625281,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/FSA-compact-omega-bars-black-WEB.jpeg?v=1438625281,lb
fsa-omega-compact-road-drop-bars,,,,,,,White,,42cm,,,Handlebar - FSA Omega 42cm Whit,907,shopify,5,deny,manual,60,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/FSA-compact-omega-bars-white-WEB.jpeg?v=1438625281,lb
nitto-b143aa-aluminum-track-drop-bars,Nitto B143AA Aluminum Track Drop Bars,Nitto,Handlebars,"Alloy, Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, Drop Bars, Handlebars, Parts, Pro, Track",TRUE,Size,400mm,,,,,Handlebar - Nitto TrackBar 25.4,907,shopify,4,deny,manual,110,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0923/8062/products/nitto-b143aa-alumnium-track-drop-bars-WEB.jpeg?v=1438625278,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/nitto-b143aa-alumnium-track-drop-bars-WEB.jpeg?v=1438625278,lb
pure-fix-50mm-wheelset,Pure Fix 700C 50mm Wheelset,Pure Fix Cycles,Wheelsets,"50mm, 700C Wheelsets, Alloy, Black, Blue, Celeste, Gold, Green, Orange, Pink, Purple, Red, Silver, Wheelsets, Wheelsets and Accessories, White, Yellow",TRUE,Color,Red,,,,,50mm Red Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'30955168333,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Yellow_Front_WEB.jpeg?v=1438625269,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/red_1_3d6fe901-cd1d-4eb7-8c67-d259c5ae5a83.jpeg?v=1438625269,lb
pure-fix-50mm-wheelset,,,,,,,Orange,,,,,50mm Orange Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'30955168371,https://cdn.shopify.com/s/files/1/0923/8062/products/red_1_3d6fe901-cd1d-4eb7-8c67-d259c5ae5a83.jpeg?v=1438625269,Red,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Orange_Front_WEB.jpeg?v=1438625269,lb
pure-fix-50mm-wheelset,,,,,,,Yellow,,,,,50mm Yellow Wheels,13608,shopify,5,deny,manual,130,130,TRUE,TRUE,'30955168395,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Orange_Front_WEB.jpeg?v=1438625269,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Yellow_Front_WEB.jpeg?v=1438625269,lb
pure-fix-50mm-wheelset,,,,,,,Green,,,,,50mm Green Wheels,13608,shopify,1,deny,manual,130,130,TRUE,TRUE,'30955168388,https://cdn.shopify.com/s/files/1/0923/8062/products/gold_1_eefef062-f7b7-46bd-bac2-029269c36a2e.jpeg?v=1438625269,Gold,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Green_Back_WEB.jpeg?v=1447698739,lb
pure-fix-50mm-wheelset,,,,,,,Celeste,,,,,50mm Mint Green Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'741360638990,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Green_Back_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Celest_Front_WEB.jpeg?v=1447698739,lb
pure-fix-50mm-wheelset,,,,,,,Light Blue,,,,,50mm Light Blue Wheels,13608,shopify,6,deny,manual,130,130,TRUE,TRUE,'30955168357,https://cdn.shopify.com/s/files/1/0923/8062/products/black-50mm_1_417617ae-62e4-4f39-819d-f1f3121d9d0a.jpeg?v=1438625269,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/WHEELSET_50MM_LIGHT-BLUE_WEB.jpeg?v=1447698739,lb
pure-fix-50mm-wheelset,,,,,,,Blue,,,,,50mm Blue Wheels,13608,shopify,15,deny,manual,130,130,TRUE,TRUE,'30955168364,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Celest_Front_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/WHEELSET_50MM_BLLUE_WEB.jpeg?v=1447698739,lb
pure-fix-50mm-wheelset,,,,,,,Anodized Blue,,,,,SOLD OUT,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'741360639805,https://cdn.shopify.com/s/files/1/0923/8062/products/WHEELSET_50MM_LIGHT-BLUE_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Anodized-Blue_Front_WEB.jpeg?v=1438625269,lb
pure-fix-50mm-wheelset,,,,,,,Anodized Purple,,,,,50mm Anodized Purple Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'741360639799,https://cdn.shopify.com/s/files/1/0923/8062/products/WHEELSET_50MM_BLLUE_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Anodized-Purple_Front_WEB.jpeg?v=1438625269,lb
pure-fix-50mm-wheelset,,,,,,,Pink,,,,,50mm Pink Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'30955168340,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Anodized-Blue_Front_WEB.jpeg?v=1438625269,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Pink_Front_WEB.jpeg?v=1447698739,lb
pure-fix-50mm-wheelset,,,,,,,White,,,,,50mm White Wheels,13608,shopify,46,deny,manual,130,130,TRUE,TRUE,'712392688345,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Anodized-Purple_Front_WEB.jpeg?v=1438625269,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_White_Front_WEB.jpeg?v=1447698739,lb
pure-fix-50mm-wheelset,,,,,,,Gold,,,,,50mm Anodized Gold Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'30955168326,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Pink_Front_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/gold_1_eefef062-f7b7-46bd-bac2-029269c36a2e.jpeg?v=1438625269,lb
pure-fix-50mm-wheelset,,,,,,,Silver,,,,,50mm Silver Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'30955168319,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_White_Front_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Chrome_Front_WEB.jpeg?v=1447698739,lb
pure-fix-50mm-wheelset,,,,,,,Black,,,,,50mm Black Wheels,13608,shopify,0,deny,manual,130,130,TRUE,TRUE,'30955168296,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Chrome_Front_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/black-50mm_1_417617ae-62e4-4f39-819d-f1f3121d9d0a.jpeg?v=1438625269,lb
pure-fix-50mm-wheelset,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Dark-Blue_Front_WEB.jpeg?v=1447698739,,,,,,,,,,,,,,,,,,,
pure-fix-60mm-wheelset,Pure Fix 700C 60mm Wheelset,Pure Fix Cycles,Wheelsets,"60mm, 700C Wheelsets, Black, Blue, Wheelset, Wheelsets and Accessories, White",TRUE,Color,White,,,,,60mm White Wheels,13608,shopify,31,deny,manual,160,,TRUE,TRUE,'741360638471,https://cdn.shopify.com/s/files/1/0923/8062/products/wheelwhiteside1201_9913f6e0-e1bc-471d-b58e-f71b52c36e09.jpeg?v=1438625255,White,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/wheelwhiteside1201_9913f6e0-e1bc-471d-b58e-f71b52c36e09.jpeg?v=1438625255,lb
pure-fix-60mm-wheelset,,,,,,,Black,,,,,60mm Black Wheels,13608,shopify,27,deny,manual,160,,TRUE,TRUE,'30955168418,https://cdn.shopify.com/s/files/1/0923/8062/products/wheelwhite1201_bf16fceb-fe96-422b-b82c-e041ecd3b47c.jpeg?v=1438625255,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/black-60mm_1-1.jpeg?v=1438625255,lb
pure-fix-60mm-wheelset,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/black-60mm_1-1.jpeg?v=1438625255,Black,,,,,,,,,,,,,,,,,,
pure-fix-60mm-wheelset,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/black-60mm_1_c3304d1d-0446-4e88-85ee-545973b6ff89.jpeg?v=1438625255,Black,,,,,,,,,,,,,,,,,,
pure-fix-machined-pro-wheels,Pure Fix 700C Machined Pro Wheels,Pure Fix Cycles,Wheelsets,"30mm, 40mm, 700C Wheelsets, Black, Celeste, Green, Pro, Red, Wheelsets and Accessories, White",TRUE,Color,Red,,,,,30mm Red Wheels,13608,shopify,10,deny,manual,160,,TRUE,TRUE,'741360637399,https://cdn.shopify.com/s/files/1/0923/8062/products/red-pro-wheelset_24edfdae-a83e-4744-afdd-139112a70f20.jpeg?v=1438625250,Red,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/red-pro-wheelset_24edfdae-a83e-4744-afdd-139112a70f20.jpeg?v=1438625250,lb
pure-fix-machined-pro-wheels,,,,,,,Green,,,,,30mm Green Wheels,13608,shopify,2,deny,manual,160,,TRUE,TRUE,'741360637405,https://cdn.shopify.com/s/files/1/0923/8062/products/green-pro-wheelset_e187733d-00c6-43c4-818c-09edb942e87a.jpeg?v=1438625250,Green,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/green-pro-wheelset_e187733d-00c6-43c4-818c-09edb942e87a.jpeg?v=1438625250,lb
pure-fix-machined-pro-wheels,,,,,,,Black,,,,,30mm Matte Black Wheels,13608,shopify,4,deny,manual,160,,TRUE,TRUE,'741360637368,https://cdn.shopify.com/s/files/1/0923/8062/products/black-pro-wheelset_9903a982-2d19-4090-876c-d41e76aaa496.jpeg?v=1438625250,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/black-pro-wheelset_9903a982-2d19-4090-876c-d41e76aaa496.jpeg?v=1438625250,lb
pure-fix-machined-pro-wheels,,,,,,,Silver,,,,,30mm Silver Wheels,13608,shopify,0,deny,manual,160,,TRUE,TRUE,'712392689564,https://cdn.shopify.com/s/files/1/0923/8062/products/Silver-30MM-Pro-Wheel-WEB.jpeg?v=1438625250,Silver,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Silver-30MM-Pro-Wheel-WEB.jpeg?v=1438625250,lb
pure-fix-machined-pro-wheels,,,,,,,Celeste,,,,,30mm Mint Green Wheels,13608,shopify,14,deny,manual,160,,TRUE,TRUE,'741360637382,https://cdn.shopify.com/s/files/1/0923/8062/products/Pro-Wheels_Celest_Back_WEB.jpeg?v=1438625250,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Pro-Wheels_Celest_Back_WEB.jpeg?v=1438625250,lb
pure-fix-machined-pro-wheels,,,,,,,White,,,,,30mm White Wheels,13608,shopify,1,deny,manual,160,,TRUE,TRUE,'741360637375,https://cdn.shopify.com/s/files/1/0923/8062/products/white-pro-wheels-WEB.jpeg?v=1438625250,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/white-pro-wheels-WEB.jpeg?v=1438625250,lb
pure-fix-26-fgfs-wheelset,"Pure Fix 26"" FGFS Wheelset",Pure Fix Cycles,Wheelsets,"26"", 26"" Wheelsets, Accessories, Black, FGFS, FGFS Accessories, Green, Red, Wheels, Wheelset, Wheelsets and Accessories, White",FALSE,Color,Green,,,,,FGFS Wheels - Green,13608,shopify,0,deny,manual,69,150,TRUE,TRUE,'741360638815,https://cdn.shopify.com/s/files/1/0923/8062/products/26_green_web.jpeg?v=1438625244,Green,FALSE,,,,,,,,,,,,,,,,,lb
pure-fix-26-fgfs-wheelset,,,,,,,Red,,,,,FGFS Wheels - Red,13608,shopify,0,deny,manual,69,150,TRUE,TRUE,'741360638822,https://cdn.shopify.com/s/files/1/0923/8062/products/26_red_web.jpeg?v=1438625244,Red,,,,,,,,,,,,,,,,,,lb
pure-fix-26-fgfs-wheelset,,,,,,,White,,,,,FGFS Wheels - White,13608,shopify,0,deny,manual,69,150,TRUE,TRUE,'741360638839,https://cdn.shopify.com/s/files/1/0923/8062/products/26_white_web.jpeg?v=1438625244,White,,,,,,,,,,,,,,,,,,lb
pure-fix-26-fgfs-wheelset,,,,,,,Black,,,,,FGFS Wheels - Matte Black,13608,shopify,0,deny,manual,69,150,TRUE,TRUE,'741360638808,https://cdn.shopify.com/s/files/1/0923/8062/products/26_black_green_web.jpeg?v=1438625244,,,,,,,,,,,,,,,,,,,lb
650c-micro-wheelset,650C 45mm Micro Wheelset,Pure Fix Cycles,Wheelsets,"650C, 650C Wheelsets, Black, Blue, Micro, Orange, Wheels, Wheelset, Wheelsets and Accessories, White",TRUE,Color,Orange,,,,,Orange Wheels 650c,13608,shopify,8,deny,manual,130,,TRUE,TRUE,'741360638785,https://cdn.shopify.com/s/files/1/0923/8062/products/650_orange_web.jpeg?v=1438625240,Orange,FALSE,,,sporting goods > outdoor recreation > cycling > bicycle parts > bicycle wheels,,,,Wheelsets,Wheelsets,new,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/650_orange_web.jpeg?v=1438625240,lb
650c-micro-wheelset,,,,,,,Black,,,,,Black Wheels 650c,13608,shopify,4,deny,manual,130,,TRUE,TRUE,'741360638761,https://cdn.shopify.com/s/files/1/0923/8062/products/650_black_web.jpeg?v=1438625240,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/650_black_web.jpeg?v=1438625240,lb
650c-micro-wheelset,,,,,,,Blue,,,,,Blue Wheels 650c,13608,shopify,1,deny,manual,130,,TRUE,TRUE,'741360638792,https://cdn.shopify.com/s/files/1/0923/8062/products/650_blue_web.jpeg?v=1438625240,Blue,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/650_blue_web.jpeg?v=1438625240,lb
650c-micro-wheelset,,,,,,,White,,,,,White Wheels 650c,13608,shopify,15,deny,manual,130,,TRUE,TRUE,'741360638778,https://cdn.shopify.com/s/files/1/0923/8062/products/650_white_web.jpeg?v=1438625240,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/650_white_web.jpeg?v=1438625240,lb
pure-fix-700c-50mm-glow-wheelset,Pure Fix 700C 50mm Glow Wheelset,Pure Fix Cycles,Wheelsets,"700C, 700C Wheelsets, Glow, Green, Wheels, Wheelsets, Wheelsets and Accessories, White, Yellow",TRUE,Color,Green,,,,,50mm Glow in the Dark Green,13608,shopify,4,deny,manual,190,,TRUE,TRUE,'741360639829,https://cdn.shopify.com/s/files/1/0923/8062/products/green_glow_1207_c1989717-1a02-41ff-823f-b36e23745eeb.jpeg?v=1438625237,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/green_1202_28b433d3-c860-40f1-af75-243f6c614f4f.jpeg?v=1438625237,lb
